"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",8,"Yes","Yes","Nfad_2015","SE",509.48
"2",2,"3",8,"No","Yes","Nfad_2015","SE",1098.96
"3",2,"3",8,"Yes","Yes","Nfad_2020","SE",592.94
"4",2,"3",8,"No","Yes","Nfad_2020","SE",934.18
"5",2,"3",8,"Yes","Yes","Nfad_2025","SE",750.52
"6",2,"3",8,"No","Yes","Nfad_2025","SE",1245.64
"7",2,"3",8,"Yes","Yes","fadsurv","SE",0
"8",2,"3",8,"No","Yes","fadsurv","SE",0.01
"9",2,"3",8,"Yes","Yes","fjusurv","SE",0.02
"10",2,"3",8,"No","Yes","fjusurv","SE",0.02
"11",2,"3",8,"Yes","Yes","ppn_breedy","SE",0.01
"12",2,"3",8,"No","Yes","ppn_breedy","SE",0.11
"13",2,"3",8,"Yes","Yes","rel_ad_15_25","SE",0.03
"14",2,"3",8,"No","Yes","rel_ad_15_25","SE",0.06
