"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",2,"Yes","Yes","Nfad_2015","SE",613.6
"2",2,"3",2,"No","Yes","Nfad_2015","SE",1184.02
"3",2,"3",2,"Yes","Yes","Nfad_2020","SE",804.56
"4",2,"3",2,"No","Yes","Nfad_2020","SE",1198.04
"5",2,"3",2,"Yes","Yes","Nfad_2025","SE",1039.21
"6",2,"3",2,"No","Yes","Nfad_2025","SE",1842.89
"7",2,"3",2,"Yes","Yes","fadsurv","SE",0
"8",2,"3",2,"No","Yes","fadsurv","SE",0.01
"9",2,"3",2,"Yes","Yes","fjusurv","SE",0.02
"10",2,"3",2,"No","Yes","fjusurv","SE",0.03
"11",2,"3",2,"Yes","Yes","ppn_breedy","SE",0.01
"12",2,"3",2,"No","Yes","ppn_breedy","SE",0.13
"13",2,"3",2,"Yes","Yes","rel_ad_15_25","SE",0.03
"14",2,"3",2,"No","Yes","rel_ad_15_25","SE",0.09
