"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",6,"Yes","Yes","Nfad_2015","SE",733.84
"2",2,"1",6,"No","Yes","Nfad_2015","SE",1461.59
"3",2,"1",6,"Yes","Yes","Nfad_2020","SE",978.41
"4",2,"1",6,"No","Yes","Nfad_2020","SE",1666.29
"5",2,"1",6,"Yes","Yes","Nfad_2025","SE",1289.28
"6",2,"1",6,"No","Yes","Nfad_2025","SE",2512.63
"7",2,"1",6,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",6,"No","Yes","fadsurv","SE",0.01
"9",2,"1",6,"Yes","Yes","fjusurv","SE",0.02
"10",2,"1",6,"No","Yes","fjusurv","SE",0.03
"11",2,"1",6,"Yes","Yes","ppn_breedy","SE",0.01
"12",2,"1",6,"No","Yes","ppn_breedy","SE",0.14
"13",2,"1",6,"Yes","Yes","rel_ad_15_25","SE",0.04
"14",2,"1",6,"No","Yes","rel_ad_15_25","SE",0.1
