"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",6,"Yes","Yes","Nfad_2015","SE",4172.42
"2",1,"1",6,"No","Yes","Nfad_2015","SE",9165.13
"3",1,"1",6,"Yes","Yes","Nfad_2020","SE",5782.38
"4",1,"1",6,"No","Yes","Nfad_2020","SE",9679.79
"5",1,"1",6,"Yes","Yes","Nfad_2025","SE",8132.48
"6",1,"1",6,"No","Yes","Nfad_2025","SE",15280.9
"7",1,"1",6,"Yes","Yes","fadsurv","SE",0.01
"8",1,"1",6,"No","Yes","fadsurv","SE",0.02
"9",1,"1",6,"Yes","Yes","fjusurv","SE",0.04
"10",1,"1",6,"No","Yes","fjusurv","SE",0.06
"11",1,"1",6,"Yes","Yes","ppn_breedy","SE",0.03
"12",1,"1",6,"No","Yes","ppn_breedy","SE",0.27
"13",1,"1",6,"Yes","Yes","rel_ad_15_25","SE",0.09
"14",1,"1",6,"No","Yes","rel_ad_15_25","SE",0.23
