"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",5,"Yes","Yes","Nfad_2015","SE",4709.87
"2",1,"1",5,"No","Yes","Nfad_2015","SE",9564.26
"3",1,"1",5,"Yes","Yes","Nfad_2020","SE",6938.55
"4",1,"1",5,"No","Yes","Nfad_2020","SE",11741.94
"5",1,"1",5,"Yes","Yes","Nfad_2025","SE",9870.5
"6",1,"1",5,"No","Yes","Nfad_2025","SE",20298.47
"7",1,"1",5,"Yes","Yes","fadsurv","SE",0.01
"8",1,"1",5,"No","Yes","fadsurv","SE",0.02
"9",1,"1",5,"Yes","Yes","fjusurv","SE",0.04
"10",1,"1",5,"No","Yes","fjusurv","SE",0.06
"11",1,"1",5,"Yes","Yes","ppn_breedy","SE",0.03
"12",1,"1",5,"No","Yes","ppn_breedy","SE",0.29
"13",1,"1",5,"Yes","Yes","rel_ad_15_25","SE",0.1
"14",1,"1",5,"No","Yes","rel_ad_15_25","SE",0.31
