"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",5,"Yes","Yes","Nfad_2015","SE",855.38
"2",2,"1",5,"No","Yes","Nfad_2015","SE",1555.99
"3",2,"1",5,"Yes","Yes","Nfad_2020","SE",1218.25
"4",2,"1",5,"No","Yes","Nfad_2020","SE",2240.26
"5",2,"1",5,"Yes","Yes","Nfad_2025","SE",1617.83
"6",2,"1",5,"No","Yes","Nfad_2025","SE",3635.17
"7",2,"1",5,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",5,"No","Yes","fadsurv","SE",0.01
"9",2,"1",5,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",5,"No","Yes","fjusurv","SE",0.04
"11",2,"1",5,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",5,"No","Yes","ppn_breedy","SE",0.15
"13",2,"1",5,"Yes","Yes","rel_ad_15_25","SE",0.05
"14",2,"1",5,"No","Yes","rel_ad_15_25","SE",0.15
