"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",8,"Yes","Yes","Nfad_2015","SE",3487.82
"2",1,"1",8,"No","Yes","Nfad_2015","SE",8583.22
"3",1,"1",8,"Yes","Yes","Nfad_2020","SE",4295.76
"4",1,"1",8,"No","Yes","Nfad_2020","SE",7786.94
"5",1,"1",8,"Yes","Yes","Nfad_2025","SE",5873.13
"6",1,"1",8,"No","Yes","Nfad_2025","SE",10630.47
"7",1,"1",8,"Yes","Yes","fadsurv","SE",0.01
"8",1,"1",8,"No","Yes","fadsurv","SE",0.02
"9",1,"1",8,"Yes","Yes","fjusurv","SE",0.03
"10",1,"1",8,"No","Yes","fjusurv","SE",0.05
"11",1,"1",8,"Yes","Yes","ppn_breedy","SE",0.02
"12",1,"1",8,"No","Yes","ppn_breedy","SE",0.23
"13",1,"1",8,"Yes","Yes","rel_ad_15_25","SE",0.06
"14",1,"1",8,"No","Yes","rel_ad_15_25","SE",0.16
